Békéscsaba,Esztergom,280.714285714
Békéscsaba,Salgótarján,264.714285714
Békéscsaba,Tatabánya,300.5
Békéscsaba,Sátoraljaújhely,404.607142857
Békéscsaba,Veszprém,343.285714286
Békéscsaba,Szombathely,492.533333333
Miskolc,Pécs,445.882352941
Miskolc,Szekszárd,306.428571429
Miskolc,Kaposvár,411.130434783
Miskolc,Eger,63.0
Miskolc,Debrecen,139.444444444
Miskolc,Szeged,298.0
Miskolc,Kecskemét,230.535714286
Miskolc,Békéscsaba,302.709677419
Miskolc,Győr,286.333333333
Miskolc,Nyíregyháza,59.5
Miskolc,Székesfehérvár,229.0
Miskolc,Szolnok,200.233333333
Miskolc,Budapest,146.058823529
Miskolc,Zalaegerszeg,406.333333333
Miskolc,Esztergom,267.0
Miskolc,Salgótarján,191.0
Miskolc,Tatabánya,218.578947368
Miskolc,Sátoraljaújhely,nan
Miskolc,Veszprém,272.0
Miskolc,Szombathely,388.052631579
Győr,Pécs,339.470588235
Győr,Szekszárd,293.333333333
Győr,Kaposvár,302.5625
Győr,Eger,244.541666667
Győr,Debrecen,332.730769231
Győr,Szeged,305.19047619
Győr,Kecskemét,239.0
Győr,Békéscsaba,310.071428571
Győr,Miskolc,254.714285714
Győr,Nyíregyháza,371.304347826
Győr,Székesfehérvár,164.636363636
Győr,Szolnok,222.5
Győr,Budapest,88.1428571429
Győr,Zalaegerszeg,171.6
Győr,Esztergom,214.166666667
Győr,Salgótarján,269.8
Győr,Tatabánya,34.0769230769
Győr,Sátoraljaújhely,429.444444444
Győr,Veszprém,196.5
Győr,Szombathely,84.0
Nyíregyháza,Pécs,544.3
Nyíregyháza,Szekszárd,483.846153846
Nyíregyháza,Kaposvár,505.352941176
Nyíregyháza,Eger,156.0625
Nyíregyháza,Debrecen,30.2
Nyíregyháza,Szeged,235.0
Nyíregyháza,Kecskemét,170.111111111
Nyíregyháza,Békéscsaba,217.85
Nyíregyháza,Miskolc,59.5
Nyíregyháza,Győr,355.7
Nyíregyháza,Székesfehérvár,292.384615385
Nyíregyháza,Szolnok,121.733333333
Nyíregyháza,Budapest,192.952380952
Nyíregyháza,Zalaegerszeg,501.105263158
Nyíregyháza,Esztergom,331.785714286
Nyíregyháza,Salgótarján,259.545454545
Nyíregyháza,Tatabánya,293.608695652
Nyíregyháza,Sátoraljaújhely,110.375
Nyíregyháza,Veszprém,385.444444444
Nyíregyháza,Szombathely,492.714285714
Székesfehérvár,Pécs,260.428571429
Székesfehérvár,Szekszárd,198.0
Székesfehérvár,Kaposvár,202.5
Székesfehérvár,Eger,238.0
Székesfehérvár,Debrecen,288.916666667
Székesfehérvár,Szeged,265.928571429
Székesfehérvár,Kecskemét,200.928571429
Székesfehérvár,Békéscsaba,273.75
Székesfehérvár,Miskolc,226.166666667
Székesfehérvár,Győr,164.444444444
Székesfehérvár,Nyíregyháza,320.909090909
Székesfehérvár,Szolnok,188.12
Székesfehérvár,Budapest,nan
Székesfehérvár,Zalaegerszeg,nan
Székesfehérvár,Esztergom,nan
Székesfehérvár,Salgótarján,290.0
Székesfehérvár,Tatabánya,128.0
Székesfehérvár,Sátoraljaújhely,360.041666667
Székesfehérvár,Veszprém,nan
Székesfehérvár,Szombathely,253.0
Szolnok,Pécs,359.2
Szolnok,Szekszárd,350.777777778
Szolnok,Kaposvár,358.736842105
Szolnok,Eger,137.0
Szolnok,Debrecen,98.0
Szolnok,Szeged,112.821428571
Szolnok,Kecskemét,47.9285714286
Szolnok,Békéscsaba,71.0
Szolnok,Miskolc,204.761904762
Szolnok,Győr,211.457142857
Szolnok,Nyíregyháza,131.533333333
Szolnok,Székesfehérvár,172.0
Szolnok,Budapest,87.4615384615
Szolnok,Zalaegerszeg,349.333333333
Szolnok,Esztergom,205.75
Szolnok,Salgótarján,nan
Szolnok,Tatabánya,160.365853659
Szolnok,Sátoraljaújhely,303.166666667
Szolnok,Veszprém,242.5
Szolnok,Szombathely,315.107142857
Budapest,Pécs,210.111111111
Budapest,Szekszárd,148.0
Budapest,Kaposvár,236.733333333
Budapest,Eger,113.421052632
Budapest,Debrecen,179.3125
Budapest,Szeged,142.0
Budapest,Kecskemét,77.0
Budapest,Békéscsaba,173.571428571
Budapest,Miskolc,137.0625
Budapest,Győr,83.4615384615
Budapest,Nyíregyháza,213.130434783
Budapest,Székesfehérvár,nan
Budapest,Szolnok,86.76
Budapest,Zalaegerszeg,246.0
Budapest,Esztergom,nan
Budapest,Salgótarján,159.0
Budapest,Tatabánya,47.0
Budapest,Sátoraljaújhely,247.466666667
Budapest,Veszprém,nan
Budapest,Szombathely,194.916666667
Zalaegerszeg,Pécs,481.857142857
Zalaegerszeg,Szekszárd,377.0
Zalaegerszeg,Kaposvár,nan
Zalaegerszeg,Eger,419.538461538
Zalaegerszeg,Debrecen,499.956521739
Zalaegerszeg,Szeged,509.1
Zalaegerszeg,Kecskemét,444.1
Zalaegerszeg,Békéscsaba,439.4
Zalaegerszeg,Miskolc,407.666666667
Zalaegerszeg,Győr,167.714285714
Zalaegerszeg,Nyíregyháza,518.565217391
Zalaegerszeg,Székesfehérvár,nan
Zalaegerszeg,Szolnok,372.52173913
Zalaegerszeg,Budapest,242.0
Zalaegerszeg,Esztergom,368.0
Zalaegerszeg,Salgótarján,460.823529412
Zalaegerszeg,Tatabánya,197.352941176
Zalaegerszeg,Sátoraljaújhely,531.25
Zalaegerszeg,Veszprém,nan
Zalaegerszeg,Szombathely,nan
Esztergom,Pécs,355.454545455
Esztergom,Szekszárd,298.666666667
Esztergom,Kaposvár,346.307692308
Esztergom,Eger,251.0
Esztergom,Debrecen,296.3125
Esztergom,Szeged,291.933333333
Esztergom,Kecskemét,226.933333333
Esztergom,Békéscsaba,311.777777778
Esztergom,Miskolc,249.0625
Esztergom,Győr,231.2
Esztergom,Nyíregyháza,346.333333333
Esztergom,Székesfehérvár,nan
Esztergom,Szolnok,196.375
Esztergom,Budapest,nan
Esztergom,Zalaegerszeg,nan
Esztergom,Salgótarján,nan
Esztergom,Tatabánya,212.0
Esztergom,Sátoraljaújhely,384.647058824
Esztergom,Veszprém,nan
Esztergom,Szombathely,314.285714286
Salgótarján,Pécs,421.357142857
Salgótarján,Szekszárd,379.0
Salgótarján,Kaposvár,448.470588235
Salgótarján,Eger,141.0
Salgótarján,Debrecen,277.888888889
Salgótarján,Szeged,371.1
Salgótarján,Kecskemét,308.888888889
Salgótarján,Békéscsaba,255.0
Salgótarján,Miskolc,180.0
Salgótarján,Győr,300.923076923
Salgótarján,Nyíregyháza,248.692307692
Salgótarján,Székesfehérvár,275.285714286
Salgótarján,Szolnok,nan
Salgótarján,Budapest,151.714285714
Salgótarján,Zalaegerszeg,409.875
Salgótarján,Esztergom,326.0
Salgótarján,Tatabánya,242.0
Salgótarján,Sátoraljaújhely,286.272727273
Salgótarján,Veszprém,383.0
Salgótarján,Szombathely,417.238095238
Tatabánya,Pécs,258.666666667
Tatabánya,Szekszárd,197.2
Tatabánya,Kaposvár,252.384615385
Tatabánya,Eger,194.769230769
Tatabánya,Debrecen,265.464285714
Tatabánya,Szeged,251.689655172
Tatabánya,Kecskemét,185.074074074
Tatabánya,Békéscsaba,251.842105263
Tatabánya,Miskolc,202.461538462
Tatabánya,Győr,35.5
Tatabánya,Nyíregyháza,300.433333333
Tatabánya,Székesfehérvár,100.0
Tatabánya,Szolnok,163.259259259
Tatabánya,Budapest,53.0
Tatabánya,Zalaegerszeg,206.0
Tatabánya,Esztergom,179.0
Tatabánya,Salgótarján,223.0
Tatabánya,Sátoraljaújhely,355.217391304
Tatabánya,Veszprém,167.0
Tatabánya,Szombathely,146.916666667
Sátoraljaújhely,Pécs,600.333333333
Sátoraljaújhely,Szekszárd,512.25
Sátoraljaújhely,Kaposvár,557.7
Sátoraljaújhely,Eger,158.0
Sátoraljaújhely,Debrecen,187.5
Sátoraljaújhely,Szeged,400.083333333
Sátoraljaújhely,Kecskemét,335.208333333
Sátoraljaújhely,Békéscsaba,402.0
Sátoraljaújhely,Miskolc,nan
Sátoraljaújhely,Győr,422.5
Sátoraljaújhely,Nyíregyháza,100.142857143
Sátoraljaújhely,Székesfehérvár,361.923076923
Sátoraljaújhely,Szolnok,280.333333333
Sátoraljaújhely,Budapest,249.928571429
Sátoraljaújhely,Zalaegerszeg,546.052631579
Sátoraljaújhely,Esztergom,393.714285714
Sátoraljaújhely,Salgótarján,292.0
Sátoraljaújhely,Tatabánya,351.666666667
Sátoraljaújhely,Veszprém,425.5
Sátoraljaújhely,Szombathely,502.866666667
Veszprém,Pécs,340.058823529
Veszprém,Szekszárd,247.0
Veszprém,Kaposvár,285.75
Veszprém,Eger,325.470588235
Veszprém,Debrecen,358.090909091
Veszprém,Szeged,426.125
Veszprém,Kecskemét,361.125
Veszprém,Békéscsaba,310.142857143
Veszprém,Miskolc,309.0
Veszprém,Győr,nan
Veszprém,Nyíregyháza,420.615384615
Veszprém,Székesfehérvár,nan
Veszprém,Szolnok,258.923076923
Veszprém,Budapest,nan
Veszprém,Zalaegerszeg,nan
Veszprém,Esztergom,nan
Veszprém,Salgótarján,384.75
Veszprém,Tatabánya,195.0
Veszprém,Sátoraljaújhely,440.2
Veszprém,Szombathely,nan
Szombathely,Pécs,480.333333333
Szombathely,Szekszárd,377.666666667
Szombathely,Kaposvár,nan
Szombathely,Eger,372.956521739
Szombathely,Debrecen,470.578947368
Szombathely,Szeged,447.333333333
Szombathely,Kecskemét,382.0
Szombathely,Békéscsaba,467.307692308
Szombathely,Miskolc,375.133333333
Szombathely,Győr,79.0
Szombathely,Nyíregyháza,506.166666667
Szombathely,Székesfehérvár,249.0
Szombathely,Szolnok,346.823529412
Szombathely,Budapest,189.666666667
Szombathely,Zalaegerszeg,nan
Szombathely,Esztergom,315.666666667
Szombathely,Salgótarján,402.142857143
Szombathely,Tatabánya,142.769230769
Szombathely,Sátoraljaújhely,493.066666667
Szombathely,Veszprém,nan
